season,week,team_raw,team_norm,team,pr,pr_rank,sos,sos_rank,hfa,source_url,fetched_at,page_stamp
2025,10,Los Angeles Chargers,Los Angeles Chargers,Los Angeles Chargers,21.05,13,19.05,27,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,San Francisco 49ers,San Francisco 49ers,San Francisco 49ers,21.01,14,20.29,16,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Washington Redskins,Washington Commanders,Washington Commanders,20.96,15,20.35,15,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,New England Patriots,New England Patriots,New England Patriots,20.89,16,15.93,32,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Pittsburgh Steelers,Pittsburgh Steelers,Pittsburgh Steelers,20.66,17,19.37,25,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Minnesota Vikings,Minnesota Vikings,Minnesota Vikings,20.59,18,20.48,12,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Chicago Bears,Chicago Bears,Chicago Bears,19.74,19,19.85,21,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Arizona Cardinals,Arizona Cardinals,Arizona Cardinals,19.11,20,18.49,29,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Jacksonville Jaguars,Jacksonville Jaguars,Jacksonville Jaguars,18.97,21,20.57,11,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Atlanta Falcons,Atlanta Falcons,Atlanta Falcons,17.77,22,20.42,13,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Cincinnati Bengals,Cincinnati Bengals,Cincinnati Bengals,17.55,23,20.03,18,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Dallas Cowboys,Dallas Cowboys,Dallas Cowboys,16.93,24,20.27,17,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Carolina Panthers,Carolina Panthers,Carolina Panthers,16.52,25,19.39,24,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,New York Giants,New York Giants,New York Giants,15.85,26,21.92,1,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Las Vegas Raiders,Las Vegas Raiders,Las Vegas Raiders,15.79,27,20.39,14,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Cleveland Browns,Cleveland Browns,Cleveland Browns,14.85,28,21.45,3,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Miami Dolphins,Miami Dolphins,Miami Dolphins,14.16,29,19.87,19,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,New York Jets,New York Jets,New York Jets,13.83,30,19.41,22,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,Tennessee Titans,Tennessee Titans,Tennessee Titans,12.04,31,21.55,2,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
2025,10,New Orleans Saints,New Orleans Saints,New Orleans Saints,11.24,32,21.0,7,2.7,http://sagarin.com/sports/nflsend.htm,2025-11-05T02:18:18.425705Z,NFL 2025 through games of 2025 November 3 Monday - Week 9
